x,log2_Naive_2157A,log2_Naive_2157C,log2_Naive_2157B,log2_Memory_1962B,log2_Memory_1635B,log2_Memory_1655D,log2_DN_1655B,log2_DN_1962A,log2_DN_1716A,log2_SP_1716B,log2_SP_1944B,log2_SP_1655C,log2_DP_1635A,log2_DP_1944A,log2_DP_1655A,"anova_fdr_pvals min(anova_raw_vals,anova_log2_vals)","fold_change (min (max (mean_fc), max(median_fc))",rank_anova,rank_fc,ave_rankings,cluster
B4GALT1,10.9187,10.8997,10.7204,10.5881,10.6495,10.5431,10.8793,10.7691,10.7424,11.2578,11.2568,11.1886,11.2811,11.2097,11.3336,0.004682928,1.392607669,529,2973,1751,1
B4GALT5,8.6859,8.4918,8.5748,9.0923,10.0878,9.1722,9.2021,9.452,9.8665,10.7946,11.175,11.2917,10.9712,11.0385,11.4898,0.010571037,3.146063692,1155,991,1073,1
B4GALT7,9.6776,9.4269,9.5043,10.2074,10.5411,10.3756,9.9252,9.9802,9.9495,9.8593,9.8182,9.9736,10.3803,10.4321,10.5896,0.005816146,1.487878212,670,2908,1789,7
B830008J18RIK,6.7915,6.8783,7.0103,4.3923,5.6814,6.6232,6.4377,7.0288,4.9494,8.2352,7.7128,7.4483,7.5251,7.6287,7.4759,0.094139022,2.436688468,2631,1637,2134,1
B930095G15RIK,4.3923,4.5025,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.7042,6.0635,6.367,6.484,5.7024,5.7698,6.0704,0.003779003,3.625899589,424,759,591.5,1
BACE2,4.3923,4.3923,4.3923,4.3923,4.725,4.3923,4.3923,4.3932,5.0797,6.5917,6.7458,6.5222,5.6261,5.8939,6.1127,0.005279716,4.01866905,615,637,626,1
BACH1,8.9233,8.7396,8.7387,10.0238,9.6676,9.3748,11.0657,10.4204,10.5237,9.6315,9.4746,8.844,9.6629,9.2572,9.6212,0.029542182,2.070817614,1886,2352,2119,6
BACH2,9.5008,9.5492,9.4533,8.8349,8.8568,6.4772,9.9847,9.2276,9.2837,9.2104,8.5217,9.0322,6.3341,8.1122,7.5781,0.04798714,3.273532119,2222,912,1567,8
BAG2,5.4385,4.6343,5.0542,4.9178,4.7671,4.7906,4.6356,4.9548,5.3405,5.6279,6.165,5.8306,4.5943,4.3923,5.0971,0.045467638,2.292565712,2187,1866,2026.5,8
BAI2.LOC100048816,8.0174,8.2083,8.1431,7.835,7.2415,7.0243,6.6116,5.2316,6.3227,6.6633,6.8744,7.1015,7.4138,7.3768,7.1154,0.056934331,2.089978671,2335,2291,2313,9
BAIAP2L1,6.0119,6.0326,6.1763,4.3923,4.3923,6.4901,7.0497,5.8881,7.3046,7.7696,8.3738,7.9425,9.1842,8.1645,7.8034,0.098991516,2.174469656,2660,2089,2374.5,1
BAMBI.PS1,6.7952,6.7355,7.0306,7.2008,7.0647,6.9142,7.78,7.2648,7.1923,6.313,5.5538,5.1889,5.501,5.583,5.1892,0.016382073,3.450085986,1430,829,1129.5,4
BARD1,5.2637,5.3675,5.3461,5.9931,5.5826,5.5359,5.1894,4.9357,5.7186,6.112,6.4458,6.4906,6.4082,6.2596,6.341,0.024407245,2.083537257,1720,2311,2015.5,1
BASP1.LOC100045716,7.6953,7.8985,7.6448,10.3641,10.428,11.002,9.6433,10.2185,9.3342,8.791,4.3923,7.8047,10.0924,10.144,8.9969,0.138527796,3.989549266,2817,645,1731,7
BATF2,5.6309,5.5435,5.4347,5.6136,5.3454,5.3241,4.8638,4.3923,4.3923,5.0844,4.3923,4.9073,5.6204,5.8261,5.2727,0.053696448,2.078490647,2294,2328,2311,9
BB163080,8.2755,8.5459,8.3208,5.0513,5.2351,5.0136,5.6561,5.4422,5.1987,5.5196,5.1802,4.736,4.3923,4.3923,4.3923,0.03399498,2.123810162,1979,2202,2090.5,3
BB236558,4.3923,4.3988,4.3923,4.456,4.3923,4.3923,5.3453,5.161,5.6445,4.3923,4.5012,4.3923,4.3923,4.3923,4.3923,0.006137024,1.982708711,714,2589,1651.5,6
BB557941,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,5.252,5.9821,6.7137,6.675,6.7308,6.2164,6.745,0.018751796,3.693986429,1522,738,1130,1
BBC3,7.2112,7.1603,6.8062,6.0172,6.6271,6.1024,6.8063,7.098,6.9378,5.8149,4.5593,6.5369,6.9785,7.5902,7.0728,0.087728452,2.416586386,2588,1660,2124,3
BBS12,5.4068,4.7268,4.7746,4.7818,5.2291,4.9487,4.3923,4.5655,4.3923,5.613,5.0566,5.9335,5.052,5.6736,4.8247,0.076226225,2.239039293,2502,1954,2228,10
BC002199,9.0039,8.8412,8.9705,8.3171,8.6231,8.5412,8.6868,8.8509,8.7027,8.1556,8.0138,8.0706,7.6073,7.7775,7.9154,0.003635587,1.903055541,399,2626,1512.5,3
BC004728,6.4663,6.3312,5.7997,6.9368,6.8582,7.4106,5.1058,5.5771,4.6405,4.6847,4.3923,4.3923,5.9902,5.8464,4.4671,0.284665057,2.166635838,2970,2105,2537.5,7
BC005561,6.9051,6.8318,6.8665,4.6954,4.5794,4.6228,4.9888,5.1989,5.2281,4.3923,4.6013,4.5864,4.5449,4.4932,4.577,0.009270053,1.553123022,1025,2860,1942.5,3
BC006779,8.346,8.4341,8.3957,8.4914,8.3397,7.86,8.7269,8.342,8.543,8.0889,8.1797,8.1776,7.3867,7.4602,7.5892,0.005350913,2.097820555,631,2266,1448.5,4
BC010981,7.0532,6.973,7.0426,7.254,4.8443,5.8353,8.5291,8.0821,8.811,8.9662,9.3769,9.3359,9.6604,9.2579,9.5898,0.041580962,2.014623025,2125,2536,2330.5,1
BC017158,8.1522,7.9876,8.1341,5.0777,6.3525,6.7623,6.6127,7.7805,7.7181,6.8454,7.5462,7.3074,5.657,4.5092,6.5114,0.096082285,3.253543085,2639,930,1784.5,8
BC018507,10.4996,10.3809,10.2359,8.971,9.1372,8.8329,9.4134,9.2187,9.2056,8.9514,8.9433,8.7755,7.8764,7.8546,8.3353,0.007192726,2.371695621,802,1737,1269.5,3
BC023744,4.9389,5.1433,4.9508,5.5266,5.6697,6.0314,4.3923,5.3157,6.1126,6.8938,7.297,7.7077,7.5762,7.4741,7.5362,0.024946671,4.339795557,1738,546,1142,1
BC026590,8.4466,8.1005,8.2271,7.4764,7.726,7.599,7.5035,7.7484,7.8293,7.8115,8.2781,7.7887,6.3987,5.3824,7.386,0.086456356,2.594101981,2573,1442,2007.5,8
BC028528,4.4657,4.6425,4.4783,10.1582,10.3015,11.6024,4.7534,9.8368,6.5174,5.2432,4.4122,4.9428,9.2232,5.5913,5.0449,0.491054305,3.045170038,3020,1042,2031,5
BC035044,5.5171,5.0266,5.1249,9.5078,9.8381,10.6378,4.3923,8.7742,6.2547,5.3574,4.3923,4.3923,7.016,4.3923,4.3923,0.472708012,3.767860692,3015,707,1861,5
BC046404,5.6719,5.8447,5.7268,6.4267,5.8068,6.0512,5.8023,6.1549,6.7295,7.3052,7.949,7.4005,7.2688,6.7055,7.5669,0.064875649,2.390644835,2409,1704,2056.5,1
BC050254,7.3961,7.4573,7.3285,6.6216,6.1806,5.5463,7.2071,6.5702,6.9877,6.462,6.9017,6.2928,5.9296,5.3861,6.2924,0.08833116,2.058342779,2593,2392,2492.5,3
BC057079,8.3483,8.2866,8.3784,7.9886,7.8523,7.2421,8.3871,7.7027,7.9008,7.0659,6.8313,6.8185,5.9179,6.1916,6.3418,0.007229357,3.301374324,810,903,856.5,4
BC059050,5.925,6.068,6.0862,6.7249,6.0473,5.9196,6.0503,6.2355,7.3579,4.3923,4.3923,5.6117,6.1433,5.4628,5.9327,0.087616429,3.443317419,2586,830,1708,3
BC059842,8.8096,8.541,8.5069,6.2636,7.5936,7.6733,8.1563,8.7195,8.2713,7.6768,7.1097,7.5245,6.3932,7.1446,6.8582,0.021290511,2.67767582,1608,1347,1477.5,3
BC067068,6.0928,5.9901,5.8978,5.7403,5.952,5.8444,5.8282,5.6866,5.5676,5.3837,4.9297,5.3371,4.5243,4.8906,4.4658,0.019242307,2.128217277,1546,2187,1866.5,4
BC068157,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,5.1041,4.9294,6.0224,6.1538,6.2307,6.388,6.4419,6.684,0.00610388,2.915919957,696,1149,922.5,1
BC094435.CCRN4L.COG6.GM4671.SGIP1,12.3634,12.5876,12.3917,12.0799,12.0842,12.0808,12.3677,12.2547,12.2663,12.0015,11.9516,11.9207,11.964,11.8646,11.8851,0.005715756,1.302428538,659,3030,1844.5,3
BCAT1,5.6963,5.1974,5.3444,8.9247,9.409,8.787,6.0758,7.5385,7.8613,9.0001,9.1946,9.3834,9.1285,9.2675,9.5911,0.01699127,3.327544404,1452,888,1170,2
BCL11A,6.3047,6.6864,6.3573,7.6929,8.5127,9.6854,8.0935,10.087,9.3575,7.5042,7.0116,7.2531,6.6431,7.0133,7.1534,0.038578305,5.109649481,2075,406,1240.5,5
BCL2A1A.BCL2A1B.BCL2A1D,8.1122,8.3148,8.4887,12.6933,12.7312,13.0025,11.5425,12.1224,12.2437,12.9086,13.136,13.1027,13.4179,13.2376,13.3766,0.006623218,2.385595797,752,1712,1232,2
BCL2L1,7.5392,7.5781,7.5086,7.7145,7.4014,7.4466,7.4871,7.4753,7.7036,8.6287,8.812,8.4291,8.6214,8.4446,8.6305,0.005416667,2.108950767,637,2243,1440,1
BCL2L15,4.4671,4.3923,4.3923,4.9064,4.3923,5.8477,4.3923,4.8399,5.5338,5.9584,6.534,6.3735,7.4888,6.9902,7.0541,0.015315621,4.696646447,1376,472,924,1
BCL3,6.872,7.2975,7.2528,8.4215,8.0727,8.141,9.7516,9.6799,9.6669,8.9792,9.1351,8.7656,8.7087,8.5227,8.7483,0.003463351,1.962745761,375,2595,1485,6
BCL6,7.4393,7.6032,7.3634,9.568,9.7724,10.0539,8.2243,8.7318,8.3137,8.8153,8.524,8.757,7.5521,7.4931,6.9614,0.015516578,2.409116686,1383,1671,1527,5
BCL6B,4.6403,4.6199,4.7498,4.3923,4.3923,4.3923,4.6222,4.3923,5.5027,6.0744,6.535,6.673,7.5239,6.9498,6.5607,0.023287627,4.536473341,1674,510,1092,1
BCL9,6.17,6.4053,5.9508,6.3774,6.6302,6.517,6.9996,6.6149,6.2001,5.7485,4.5993,4.3923,4.3923,4.3923,4.3923,0.022320659,4.850525613,1645,448,1046.5,4
BCMO1,5.5031,5.6992,5.6061,4.8263,4.4754,4.3923,4.3923,4.3923,5.1823,5.6342,6.2944,5.7745,6.8017,6.4851,7.0419,0.013915342,4.380696065,1323,537,930,1
BDH1,7.9901,8.0546,8.0301,7.5313,7.7692,7.4226,7.7671,7.9062,7.9411,6.5871,6.5736,7.067,5.9956,6.6784,6.6276,0.006735192,2.510815882,766,1542,1154,3
BEND5,6.9685,6.4913,6.9346,7.0031,6.7712,5.7851,7.5496,6.6086,6.7384,5.9087,4.9344,4.7549,4.3923,5.1484,4.9291,0.027706438,3.58971116,1814,773,1293.5,4
BEND6,4.3923,4.3923,4.3923,5.102,4.3923,4.3923,4.9865,4.3923,5.3259,5.6597,5.9707,6.4101,6.5557,6.2582,5.7308,0.062865034,2.457555881,2394,1615,2004.5,1
BEX1,4.4752,4.3923,4.5006,6.0901,5.5249,4.3923,7.6237,6.7956,7.2933,6.4818,6.3796,6.867,6.0831,6.1781,5.9398,0.035778765,2.327309883,2020,1803,1911.5,6
BHLHE40,5.5062,5.2182,5.672,10.4878,10.4916,11.29,11.4141,11.7657,11.5762,12.7889,12.8448,12.7209,12.8035,12.6803,12.758,0.001501829,2.287079906,137,1872,1004.5,2
BIRC1F,4.3923,4.3923,4.3923,5.4298,5.2555,6.5598,4.3923,5.3479,4.8562,4.4723,4.9641,4.4493,6.316,5.7067,5.5802,0.060519139,2.416641485,2369,1659,2014,7
BIRC5,5.707,5.0554,5.3231,8.9854,9.2749,10.2374,6.8422,9.631,9.6194,10.524,10.9106,10.7975,11.1978,10.8512,11.1161,0.020794862,2.824377758,1591,1224,1407.5,2
BLNK,4.3923,4.3923,4.3923,4.3923,6.5858,8.161,8.1624,9.2803,8.5598,7.0246,5.8047,5.3158,5.0832,5.8055,5.1196,0.016528898,10.54877627,1437,99,768,6
BLVRB,5.6037,5.4005,5.632,6.8166,7.5322,7.462,7.326,7.6426,6.958,6.5934,4.3923,6.3267,6.6762,7.4552,6.2904,0.215550584,2.011712419,2942,2545,2743.5,5
BMPR2,6.9273,6.6167,6.7021,7.2496,6.6239,7.6328,7.3383,7.7704,8.1403,8.7942,9.1927,8.9201,9.2884,8.8122,9.3064,0.020717553,2.585950492,1584,1458,1521,1
BNIP3,6.7941,6.6415,6.5461,6.107,6.2522,7.3182,8.0012,8.3768,7.938,9.7477,9.7287,9.6559,10.1228,10.0529,10.0861,0.000549144,3.92518919,29,657,343,1
BOLL,6.2238,6.4524,6.7941,4.8354,4.435,4.3923,6.1245,5.5514,5.576,5.0756,4.7387,4.3923,4.3923,4.3923,4.3923,0.018191032,2.33520777,1501,1788,1644.5,3
BPHL,6.5953,6.3554,6.458,7.4793,7.873,7.9544,6.2741,7.1659,7.0966,6.2626,6.4857,6.8181,5.037,5.3626,5.5864,0.028335589,2.981405846,1836,1098,1467,4
BRAP,9.6095,9.4964,9.6168,9.6159,9.7666,9.5622,10.3284,10.1723,10.1283,9.9589,9.8259,9.8292,9.4425,9.5276,9.553,0.004957559,1.564140003,571,2855,1713,6
BRCA2,6.4712,6.5705,6.5187,6.0935,5.672,6.6003,6.4061,6.6718,6.9837,7.3725,7.2958,7.9446,8.2263,8.2057,7.6906,0.029542182,2.572365452,1885,1471,1678,1
BRD1.LOC100045983,10.1068,10.0699,10.0198,9.382,9.0506,8.7318,9.3314,8.9334,9.2809,7.9024,7.5036,8.5652,8.9696,9.2778,8.7291,0.054174225,2.199809465,2301,2036,2168.5,3
BRWD2,9.8257,9.4409,9.5748,8.2198,8.1859,8.6732,8.2593,9.0294,8.9558,8.0529,8.7434,8.2672,7.7043,6.7087,7.8571,0.092353918,2.387678516,2618,1709,2163.5,3
BSPRY,5.2665,5.3414,5.0562,5.4131,6.4799,4.3923,4.3923,5.4888,6.6118,7.48,8.0008,8.1433,7.9773,8.0996,8.5313,0.028807243,5.558500964,1851,351,1101,1
BST1,4.3923,4.3923,4.3923,7.8099,6.043,7.4886,6.2392,6.0852,6.8427,7.0693,7.8774,7.787,8.5118,7.8206,7.7334,0.036959896,3.019400744,2043,1062,1552.5,2
BST2,7.8947,7.6452,8.2137,7.6996,9.1016,10.1505,9.248,10.6914,10.041,9.0222,8.6763,8.9124,8.7642,8.8688,8.5291,0.070194456,2.426165916,2445,1651,2048,6
BTBD10.LOC100047893,7.6066,7.6209,7.5175,7.6774,7.3909,7.5532,7.6512,7.3531,7.6544,8.4754,8.7204,8.3959,8.6945,8.2961,8.788,0.014443551,2.066295066,1347,2364,1855.5,1
BTBD11,10.0242,10.1901,9.9548,9.0927,9.2627,8.2541,9.9434,8.9905,8.8522,9.1034,7.8746,8.3473,5.9975,8.0264,7.5048,0.10554111,2.810505347,2695,1236,1965.5,3
BTBD3,5.1568,5.5015,5.3544,6.2136,6.1886,7.7209,5.9406,7.2647,6.8816,4.9873,5.3074,5.4615,6.0866,5.2333,5.3619,0.074811111,2.937466503,2488,1131,1809.5,5
BTBD6,7.5622,7.422,7.5146,7.761,7.2745,6.795,8.3872,7.8195,8.0781,6.8028,6.9365,6.7968,6.3444,5.9695,6.2187,0.003708547,3.664301297,415,749,582,4
BTF3.GM7973.GM9308,7.224,7.3961,7.3167,6.6693,6.3119,6.5701,7.4081,7.17,7.2531,7.4205,7.7856,6.8897,5.9151,4.3923,6.3526,0.065657349,2.870156588,2415,1184,1799.5,8
BTLA,10.2385,10.2654,10.0303,9.6054,10,10.7798,9.1696,10.3241,9.3128,9.2252,8.3129,7.7055,8.4678,8.0641,6.8191,0.132484125,2.381287076,2792,1719,2255.5,4
BUB1,4.3923,4.3923,4.3923,5.9448,6.0512,6.7106,4.7755,6.8148,7.3787,7.751,8.2383,8.4706,8.8432,8.6647,8.8278,0.018030038,4.063395128,1496,617,1056.5,2
BUB1B,5.487,5.4316,5.4352,5.9968,6.7205,6.7507,5.9149,7.0018,6.5831,7.9984,8.0222,8.0838,7.9258,8.0594,8.1005,0.005230646,2.786371605,602,1260,931,2
BZW2,9.206,9.3954,9.4617,9.1341,9.2235,9.1964,9.7168,9.7464,9.7512,8.5245,8.5753,8.5086,8.1487,8.1206,8.2565,2.35E-05,2.958918027,3,1111,557,4
C030019I05RIK,7.3027,7.0304,7.1611,6.2816,5.6073,5.6607,5.7607,5.9268,6.9616,4.3923,4.3923,5.1575,5.7806,4.7587,5.5982,0.09066713,2.991584725,2606,1090,1848,3
C030034I22RIK,6.8177,6.7131,6.5167,6.6171,6.5265,6.3756,7.6156,7.1357,6.9312,6.6199,6.037,5.7337,5.3846,5.433,5.0097,0.015740583,3.424390342,1393,837,1115,4
C030046G05,7.3837,7.5011,7.2886,9.0173,9.0979,8.6248,9.3933,9.063,9.2618,10.1747,10.1584,10.1888,10.2859,10.2914,10.4543,0.002530398,2.043159272,280,2437,1358.5,2
C130039O16RIK,8.9757,8.9432,9.002,8.9453,8.3165,8.2983,10.2721,9.4342,9.5374,9.2338,8.8519,8.4971,8.3009,7.8976,8.21,0.026771326,2.514602444,1789,1537,1663,8
C130057M05RIK,4.9994,5.2871,5.0311,4.3923,4.3923,6.1933,6.5765,4.9647,4.3923,8.8661,8.6877,8.4928,8.6274,8.0997,7.7156,0.018984327,8.545257676,1532,157,844.5,1
C130068B02RIK,6.4527,6.2861,6.361,6.0176,5.8522,5.8658,4.9328,4.3923,4.3923,5.9371,5.775,5.658,6.104,5.9718,6.0516,0.004578674,2.802187164,526,1247,886.5,9
C1QA,4.6663,4.4674,4.4038,7.3134,8.098,7.066,6.7367,6.6432,4.707,4.3923,4.3923,6.381,7.3269,8.6812,7.1707,0.117423549,5.820736825,2747,325,1536,7
C1QB,4.8192,5.1518,5.2492,9.7994,10.6034,9.5237,9.152,9.1191,7.7087,7.2725,4.3923,8.7452,9.226,10.7855,9.4183,0.188329226,4.447801924,2917,528,1722.5,5
C1QC,4.5838,4.4401,4.6959,8.3388,9.2992,8.1389,7.6886,7.7813,4.9211,4.3923,4.3923,7.2579,8.2205,9.804,8.1981,0.143602841,7.721280399,2832,192,1512,7
C1QL3,5.2124,5.1457,5.3556,4.433,4.3923,4.7837,4.8587,4.7615,6.3458,8.0616,8.7111,8.731,8.9452,8.4748,8.9239,0.009640526,9.900486191,1082,113,597.5,1
C1QTNF5.MFRP,5.2085,5.3938,5.5427,4.6448,4.6525,4.4811,4.6768,4.5873,4.5709,5.4139,5.334,5.4086,4.672,4.7988,4.7307,0.001039519,1.739735057,72,2730,1401,9
C1QTNF6,6.1043,5.9487,6.0023,7.204,7.5144,6.6134,6.7035,6.9542,7.3829,8.336,8.4044,8.7738,9.4004,9.6081,9.5007,0.002303653,5.55322249,235,352,293.5,2
C230021P08RIK,6.5147,6.5135,6.3958,6.2591,6.4841,5.927,6.5524,6.4859,6.3427,5.6243,4.8721,5.4941,5.0264,5.8872,5.5905,0.027740293,2.011074911,1816,2551,2183.5,3
C230073G13RIK,5.7721,4.7627,5.7724,6.9802,6.777,6.8125,6.5078,6.5649,7.0035,5.1113,5.5067,6.3719,6.9167,6.909,6.693,0.07232441,2.13613632,2465,2166,2315.5,7
C230085N15RIK,10.4329,10.7252,10.3913,9.4613,9.0283,8.2055,10.5854,10.0668,10.2965,8.5126,8.4586,8.0988,8.146,7.8635,8.2211,0.002815535,4.451900147,314,527,420.5,3
C230098O21RIK,5.7174,5.5944,5.5127,5.8688,5.0955,5.6523,5.9462,5.9588,6.5544,6.7947,7.2927,7.0178,7.9342,7.5143,7.942,0.013847348,3.12006381,1322,998,1160,1
C330006A16RIK,8.9801,9.1697,9.1467,9.2672,9.215,9.286,8.7585,8.7599,8.5962,8.2202,8.2772,7.9012,7.7646,7.3916,7.7288,0.009673657,2.046658063,1087,2426,1756.5,4
C330006K01RIK,6.0726,6.1087,6.243,4.8134,4.5961,4.3923,5.49,5.5134,5.1937,4.7469,4.3923,4.3923,4.3923,4.3923,4.3923,0.008326606,2.070329754,905,2354,1629.5,3
C330027C09RIK,6.1843,5.9966,6.1302,7.2058,6.7013,8.5418,5.8405,7.6432,7.8745,8.3619,8.9172,8.787,9.3657,8.7381,8.9349,0.059051553,2.455436344,2358,1617,1987.5,2
C3AR1,4.4171,4.7996,4.7155,5.7783,5.8539,6.3947,6.2011,5.6844,4.3923,5.1858,4.3923,6.0433,8.1557,8.6232,7.1599,0.047160741,6.809173575,2211,240,1225.5,7
C430003N24RIK,6.3497,6.359,6.1635,7.3474,7.3532,7.5238,7.8993,7.9721,8.0151,8.0068,8.0917,8.0443,7.2781,6.904,7.1705,0.002940612,1.83835338,330,2662,1496,6
C430010C01,11.1657,10.7823,10.8595,4.3923,6.077,6.8808,7.4672,8.4255,8.1437,7.5057,8.0574,7.3353,5.7399,4.3923,6.9244,0.076573969,4.15003369,2503,599,1551,3
C430042M11RIK,6.0958,5.7712,5.8296,5.7261,5.8519,5.6249,4.6959,5.0556,5.6091,5.1847,5.8806,5.7202,6.4618,6.3112,6.7893,0.035293315,2.620955353,2010,1409,1709.5,10
C430048L16RIK,8.4629,8.8823,8.4082,7.2433,7.036,7.1334,6.569,6.4283,6.5519,7.0136,7.1347,7.0232,7.0891,6.8868,6.9583,0.008356773,1.390519385,914,2975,1944.5,9
C4B,5.288,4.9192,5.1726,4.8631,4.3923,4.9505,4.9454,4.3923,4.3923,4.3923,4.3923,4.4748,6.0965,6.1369,5.1981,0.030688571,2.81713769,1911,1232,1571.5,7
C530028O21RIK,6.8879,6.7304,6.8416,7.1863,7.5931,7.5101,6.648,6.9687,6.0052,8.117,7.7228,7.8859,7.7302,8.1553,7.7979,0.023485992,2.372252821,1680,1736,1708,10
C5AR1,5.1144,5.4569,5.4179,6.5636,6.49,7.5854,7.4202,6.5137,6.4764,6.2454,4.3923,7.4549,9.902,9.9049,8.8403,0.033158668,8.8031756,1972,148,1060,7
C730025P13RIK,7.0916,6.9039,6.9767,6.7724,7.3837,7.2562,7.9823,8.1169,7.7248,7.5615,7.0884,7.2095,6.4716,7.0548,6.8931,0.026280057,2.137174323,1780,2162,1971,6
C76533,4.455,4.5473,4.4845,4.3923,4.3923,4.3923,4.3923,4.3923,5.231,6.7075,7.1233,7.2828,7.605,7.283,7.4176,0.004857103,6.771538817,557,245,401,1
C76872,6.264,6.3602,6.4675,5.6694,5.7909,5.486,5.355,4.3923,4.3923,6.4504,5.7689,5.5458,5.6642,6.0185,5.8117,0.072494203,2.323224479,2470,1812,2141,9
C77027,6.1993,6.123,6.2697,5.1514,5.0782,5.6924,5.8702,6.6923,6.9699,5.1451,6.613,5.8713,5.3898,4.3923,5.9501,0.255854932,2.334813906,2961,1790,2375.5,8
C77545,5.7075,5.5176,5.4127,4.3923,5.7342,6.2251,5.8867,4.9809,4.3923,7.9259,7.0669,6.5635,6.5998,6.8867,6.3804,0.049621852,4.311469688,2245,552,1398.5,1
C77626,5.581,5.2535,5.7895,6.4007,6.1208,6.2787,6.4718,6.5018,6.611,5.6159,5.6239,5.8962,5.988,5.9503,5.6873,0.008748992,1.769596501,973,2712,1842.5,5
C77651,6.0033,5.6975,5.9402,4.9947,4.9528,4.9241,5.4046,5.2636,5.3634,4.7267,4.7141,4.824,4.6795,4.7088,4.6259,0.002018588,1.618926618,194,2815,1504.5,3
C78115,6.0478,5.8482,5.9252,6.072,6.4579,6.5876,5.1056,5.5596,4.4324,6.4529,5.9059,6.1359,5.7155,5.9851,5.4828,0.086709673,2.073631211,2579,2339,2459,10
C78516,5.5578,5.6121,5.1876,6.1699,6.1477,6.2204,6.3157,6.3859,6.6334,5.9287,6.5922,6.0542,5.2171,4.5961,5.5398,0.03837019,2.282746137,2068,1877,1972.5,5
C79607,4.8265,4.866,5.0571,5.038,4.6635,4.5484,4.4053,4.3923,4.3923,4.5667,5.0004,4.3923,5.4314,5.0903,5.5978,0.029540375,2.037728793,1884,2458,2171,7
C80120,4.439,4.3923,4.3923,5.5551,4.3923,4.3923,7.1134,5.8938,6.172,5.8497,5.5372,4.83,5.2527,4.8474,5.1855,0.098423262,2.009068843,2654,2559,2606.5,6
C80258,5.7861,5.3498,5.3336,5.5976,4.5151,6.0373,6.6417,6.0736,5.8993,8.1817,7.8605,8.1461,7.9168,7.8146,7.3487,0.009954634,3.58676788,1121,774,947.5,1
C87436,7.3143,7.6455,7.7125,6.2365,7.0984,6.8826,6.5313,7.1758,6.4869,7.3315,7.3856,6.6734,4.7233,4.8473,6.6035,0.107575428,2.859658933,2706,1194,1950,8
C920021A13,4.3923,4.3923,4.3923,5.864,5.9166,6.5286,4.3923,4.928,4.3923,5.2538,4.3923,5.7879,7.3148,7.4574,6.954,0.007783961,6.565922676,849,260,554.5,7
CABLES1,5.6705,5.3816,5.3996,4.7492,5.254,4.3923,5.6147,6.2223,6.6165,7.4089,7.7476,7.7654,6.0117,6.1492,6.6434,0.014790626,2.739836482,1353,1284,1318.5,1
CACNA2D4,7.848,8.3244,8.1677,5.9797,6.2606,6.2488,6.0416,5.8764,5.3684,4.5449,4.3923,4.3923,4.3923,4.3923,4.3923,0.006822207,2.715461174,780,1309,1044.5,3
CADM1,5.9592,6.4387,5.686,9.6918,10.1492,11.0041,8.5627,10.1132,9.5377,7.8832,7.985,8.061,8.1339,7.9851,8.1199,0.05353086,2.941267378,2285,1128,1706.5,5
CALCA,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,5.2194,4.3923,6.5506,5.9216,6.4714,0.011790304,4.00144253,1239,643,941,7
CALCB,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,5.2348,5.9009,6.9647,6.5249,8.2344,7.9642,8.4029,0.005230646,11.56309311,607,84,345.5,1
CALD1,5.3026,5.394,5.3929,5.0587,5.0606,5.3555,5.7468,5.0074,5.9158,6.0106,7.1386,6.0882,8.3309,6.9255,6.3634,0.163400481,2.287712203,2868,1869,2368.5,1
CALM3,9.0921,8.9227,9.0282,10.5366,10.457,10.6873,9.8402,10.2507,10.3543,10.5364,10.5676,10.9701,11.2805,11.317,11.0503,0.023365097,2.042506531,1678,2440,2059,2
CALU,8.9894,8.786,8.9467,9.605,9.4565,9.4395,9.7265,9.5272,9.8033,10.1353,10.195,10.4376,10.6865,10.6531,10.5849,0.006717429,1.901778821,762,2630,1696,2
CAMK1D,8.3032,8.1988,8.3164,8.0269,8.82,9.2909,8.4667,9.383,8.7948,8.2455,7.8065,7.6686,7.5747,7.7856,7.7297,0.039745108,2.097490255,2093,2270,2181.5,4
CAMK2N1,5.5078,5.4181,5.5357,4.6981,4.8154,4.6623,4.6904,4.7957,6.0526,6.6397,7.4677,7.0215,8.3312,7.7028,8.0503,0.016307845,6.775297699,1426,244,835,1
CAMK4,9.5115,9.6112,9.6571,9.2645,9.3816,8.9735,9.8348,9.6232,9.8597,10.3722,10.4215,10.539,10.4873,10.6061,10.5802,0.004838007,1.677184492,539,2772,1655.5,1
CAMKK1,5.7653,5.6535,5.56,4.932,5.2458,4.9728,5.1978,5.2564,5.1654,4.4593,4.3923,4.6344,4.3923,4.4327,4.3923,0.001850898,1.77923973,177,2706,1441.5,3
CAMKK2,7.7153,7.2033,7.4582,7.8845,7.9977,7.5743,8.3761,8.0235,8.3055,6.468,6.0134,7.1203,6.3554,6.8926,6.3062,0.009467611,3.272139019,1067,913,990,4
CAMSAP1L1,9.5588,10.0266,9.7159,8.5305,7.946,7.6799,10.0534,9.4925,9.5534,8.0383,6.3769,4.9668,6.3076,4.9733,5.0723,0.01126776,17.91838841,1199,35,617,3
