x,log2_Naive_2157A,log2_Naive_2157C,log2_Naive_2157B,log2_Memory_1962B,log2_Memory_1635B,log2_Memory_1655D,log2_DN_1655B,log2_DN_1962A,log2_DN_1716A,log2_SP_1716B,log2_SP_1944B,log2_SP_1655C,log2_DP_1635A,log2_DP_1944A,log2_DP_1655A,"anova_fdr_pvals min(anova_raw_vals,anova_log2_vals)","fold_change (min (max (mean_fc), max(median_fc))",rank_anova,rank_fc,ave_rankings,cluster
CAPG,7.2106,6.8089,6.5874,8.9258,9.1539,10.3598,8.4935,10.2309,10.1227,11.1771,11.3735,11.4279,11.7069,11.5216,11.5513,0.009621417,2.69340231,1080,1332,1206,2
CAPN3,5.9652,6.0998,5.8433,7.4456,7.6998,7.7251,6.6879,6.7303,6.2276,5.4141,4.3923,4.3923,4.3923,4.3923,4.3923,0.011664829,4.686878207,1227,474,850.5,4
CAPSL,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.9061,5.5702,6.1448,5.9384,5.375,4.3923,5.0067,0.047504535,2.559915242,2217,1489,1853,1
CAR13,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,5.1321,5.8177,5.8592,6.395,5.994,6.305,0.008159705,3.732659794,882,727,804.5,1
CAR2,8.4847,8.2963,8.1654,9.215,8.8967,8.307,9.5081,8.5182,8.9846,7.3877,7.1859,7.2724,7.1339,7.193,6.8297,0.008903521,3.625381991,992,762,877,4
CAR5B,4.7124,5.1697,4.9071,7.7643,4.4447,8.2345,7.5257,7.6429,8.717,8.9456,10.1291,8.3382,7.4452,5.9287,7.8017,0.136622228,2.839865922,2804,1211,2007.5,2
CAR6,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.6152,4.9477,5.4437,5.3714,6.4811,5.6775,5.0119,0.094814955,2.509011911,2633,1546,2089.5,1
CARD11,8.9592,8.9255,9.0053,7.2544,7.9019,8.221,8.4266,9.0073,8.6781,8.6974,8.8451,8.4879,7.3952,7.2341,7.8823,0.020717553,2.292886447,1586,1865,1725.5,8
CARD6,11.7994,11.764,11.7883,10.0024,9.8267,9.3818,10.5616,10.3409,10.6551,7.7126,8.7257,8.7017,7.2097,6.5208,8.0208,0.002567433,8.896543634,283,147,215,3
CARF,5.7872,5.753,5.6358,4.4249,4.3923,4.3923,5.1893,4.966,4.9904,4.3923,4.3923,4.3923,4.4463,4.6321,4.3923,0.008361582,1.539436072,915,2872,1893.5,3
CARHSP1,7.0978,7.3553,7.3326,7.9085,8.0627,7.7932,8.8207,8.7849,8.8999,9.3236,9.4823,9.3528,9.5475,9.4658,9.747,0.006601647,1.656422857,749,2785,1767,2
CARS,7.1857,7.1083,7.1822,7.1089,7.0684,6.7063,6.363,5.9926,5.9892,6.3687,5.3986,6.608,7.1597,7.6156,7.0563,0.058408442,2.265538342,2354,1905,2129.5,9
CASP1,4.3923,4.3923,4.3923,8.6765,8.8697,9.4643,4.8946,8.281,8.2872,8.7852,9.2027,9.2369,9.6964,9.395,9.5098,0.033104409,2.348095,1970,1761,1865.5,2
CASP3,6.913,6.7665,7.0948,9.2556,9.508,9.6574,9.3281,9.6783,9.4486,10.934,10.8779,10.961,11.071,11.1564,11.0434,0.000804298,3.031455126,48,1053,550.5,2
CASP4,4.3923,4.3923,4.3923,6.682,6.6475,7.6158,7.1485,7.6626,7.6472,9.2991,9.4377,9.2898,9.4723,9.2457,9.3907,0.001807554,3.360259734,174,869,521.5,2
CAV1,4.3923,4.3923,4.4396,4.3923,4.3923,4.9139,5.7127,4.3923,5.6798,5.8303,6.846,5.8988,8.2114,6.9367,6.2644,0.140503908,2.417488441,2823,1657,2240,1
CAV2,5.0621,5.1392,5.3313,4.4401,4.3923,5.7698,5.2108,4.3923,5.8788,6.0548,7.1488,6.3058,8.3704,7.1589,6.8186,0.067111574,3.938159497,2425,652,1538.5,1
CBARA1,6.7593,7.22,7.0832,7.3188,7.2095,7.0606,6.2639,5.8423,6.1077,6.2986,6.2704,6.7997,7.1547,7.4644,6.949,0.028394793,2.081905034,1841,2317,2079,7
CBFA2T3,6.3208,6.292,6.1745,9.3032,9.4415,10.3708,4.3923,9.005,7.7655,5.5107,5.4281,4.3923,7.8508,5.2495,4.3923,0.472708012,5.847304289,3009,319,1664,5
CBR4.LOC100046395,7.5203,7.335,7.4313,8.6291,8.2703,8.3072,6.8605,6.137,7.4172,7.1267,7.6051,8.034,8.0924,7.8831,7.6936,0.138694827,2.011355274,2819,2547,2683,10
CBX3.LOC633016,12.3866,12.4642,12.3401,12.1129,12.0606,12.1032,11.8128,11.9047,11.9456,12.2889,12.3956,12.3158,12.2492,12.1664,12.2608,0.005972427,1.329852503,685,3017,1851,9
CBX8,6.6062,6.3359,6.6653,6.0673,6.1161,5.8814,5.6836,5.6103,5.7351,6.2838,6.2611,6.4207,6.0608,6.172,6.1778,0.004252153,1.526160358,472,2883,1677.5,9
CCBL1,6.2131,6.5104,6.1172,5.9857,5.9861,5.7128,5.9505,5.6738,5.5996,5.5924,5.6789,5.2035,4.4206,4.5477,4.8395,0.016037103,2.235557842,1410,1962,1686,4
CCDC109B,6.4043,6.4492,6.3998,7.688,7.2432,8.4314,5.7265,7.2607,7.8018,7.8248,8.3527,8.6278,9.3811,9.0851,8.9368,0.027725433,3.558146897,1815,788,1301.5,2
CCDC112,4.3923,4.3923,4.3923,5.2476,4.6062,5.5644,4.3923,4.6282,5.3619,5.8616,6.4307,6.3237,6.8684,6.5318,6.6589,0.015619602,3.666133373,1388,748,1068,1
CCDC122,4.3923,4.3923,4.3923,4.3923,4.3923,4.654,4.3923,4.3923,4.3923,5.1577,5.6114,5.5858,6.2832,5.9418,6.0474,0.003691094,3.256849931,406,928,667,1
CCDC125,8.2252,8.1042,8.3848,6.5516,6.0964,6.3436,6.433,6.5986,7.2278,6.2437,7.307,6.5126,5.4548,4.3923,6.096,0.119905248,2.237869259,2752,1958,2355,3
CCDC14,6.256,5.9204,5.8227,6.0975,5.9148,5.508,4.8312,4.3923,5.4408,6.0159,6.5046,6.3567,6.2677,5.8729,6.472,0.033803811,2.607978816,1976,1423,1699.5,10
CCDC21,5.6562,6.0114,5.7534,5.3609,5.5641,5.6219,5.2892,5.429,5.4075,6.2958,6.364,6.27,6.5061,6.3492,6.4488,0.001043393,2.083700861,78,2310,1194,1
CCDC34,5.7854,5.8347,5.6396,4.6763,4.3923,5.9963,5.4951,6.2163,6.7684,6.5204,7.3638,6.9435,7.66,6.8142,7.3075,0.161167199,2.085325191,2865,2304,2584.5,1
CCDC45,8.8453,8.3232,8.6124,6.9151,7.429,7.2202,7.1358,7.3592,7.3943,6.536,6.8655,7.0117,5.7573,6.0063,6.5433,0.028449926,2.252928992,1845,1924,1884.5,3
CCDC50,8.9343,8.929,8.7733,10.2689,10.1837,10.3604,9.1355,9.4043,9.6623,10.8823,11.1291,10.9094,10.7985,10.5756,10.8705,0.004739197,2.841256684,534,1210,872,2
CCDC52,9.1905,8.919,8.9719,8.2535,8.396,8.1366,8.3254,8.0361,8.1131,7.7194,7.5497,7.7389,6.5632,6.7004,6.6625,0.001601648,2.750467437,141,1278,709.5,4
CCDC58,9.2541,9.2011,9.2914,9.4421,9.7901,9.668,8.5435,8.6203,7.8592,9.8603,9.5256,9.569,8.9601,9.2257,9.1887,0.018730368,2.038385245,1519,2453,1986,10
CCDC6,10.3552,10.0815,10.3376,7.9771,8.5929,8.9239,7.4873,8.7555,8.6625,9.5167,9.7167,9.7013,10.0035,9.8059,10.0341,0.011242398,2.536976594,1197,1519,1358,9
CCDC64,8.5965,8.47,8.454,7.4364,7.2673,6.767,8.2261,7.8336,7.847,7.1354,6.8097,6.8075,5.581,6.0977,5.8013,0.003829946,4.185892079,429,583,506,3
CCDC88A,4.7146,4.8794,4.9032,7.9274,7.8076,8.6641,5.5096,6.828,6.2431,5.2682,4.7147,4.3923,7.164,6.0666,4.3923,0.323122499,2.801053678,2977,1248,2112.5,5
CCDC99,6.2833,6.077,6.0964,6.1325,5.9973,5.854,4.9979,5.1018,5.4451,6.3243,6.552,6.4912,6.7073,6.5561,6.8066,0.003693225,2.878003643,410,1177,793.5,10
CCHCR1,6.027,5.9012,5.7821,7.2311,6.4106,6.6697,5.5939,4.3923,5.5205,6.373,6.3883,7.0091,7.3673,7.2698,6.632,0.037256645,3.414627496,2052,843,1447.5,10
CCL1,4.3923,4.3923,4.3923,4.3923,4.3923,4.4869,4.3923,4.3923,6.2954,6.9509,7.6556,7.8433,7.7767,7.2701,7.5296,0.03584288,4.725142278,2022,469,1245.5,1
CCL12,4.3923,4.3923,4.3923,5.4003,4.8489,5.5564,6.1931,5.4596,4.5712,4.3923,4.3923,6.0004,8.2216,8.5528,7.502,0.02908143,8.273372959,1861,169,1015,7
CCL17,5.9398,5.9546,5.791,5.4897,5.5438,5.4003,5.1601,5.1647,5.2235,5.5062,5.5742,5.4941,5.715,5.7294,5.8975,0.004482231,1.492789002,509,2904,1706.5,9
CCL2,5.7995,6.2556,5.9617,7.8803,8.0838,8.5094,7.9389,7.7256,4.5965,4.3923,4.3923,7.4855,9.8776,10.4197,8.7946,0.08225978,12.60993912,2549,65,1307,7
CCL27A,5.5121,5.4506,5.7617,5.4162,5.4093,5.8575,5.2241,5.2887,4.8003,6.6954,6.6914,6.2879,5.7093,5.2887,5.6362,0.01167381,2.784212293,1232,1262,1247,1
CCL27A.GM13306,6.0099,5.736,6.2275,5.2299,5.4532,5.3771,4.818,4.6339,4.3923,5.9685,5.3531,5.7568,5.341,5.77,5.0799,0.043425057,2.17582247,2150,2087,2118.5,9
CCL3,4.3923,4.3923,4.3923,11.1538,11.2628,12.0105,4.3923,10.6204,10.294,10.8773,11.075,11.4127,12.6218,12.5712,12.3938,0.005480244,4.850627623,644,447,545.5,2
CCL4,5.1165,5.1351,5.5054,10.8469,11.1527,11.514,7.4686,10.394,9.7723,9.8387,9.5278,10.4286,11.3167,11.5095,11.1796,0.032216206,2.919000931,1946,1146,1546,2
CCL5,7.271,6.7021,7.246,13.2612,13.2522,13.1568,12.2825,12.4057,12.4697,11.8593,12.1235,12.042,12.7201,12.7461,12.9126,0.008472604,1.629309987,928,2806,1867,2
CCL6,5.2843,4.7061,5.3808,9.2401,8.802,10.6375,5.6188,8.6015,6.6628,6.2269,4.3923,5.0184,10.2697,9.6115,8.4833,0.045502637,18.9265605,2188,29,1108.5,7
CCL7,4.3923,4.3923,4.3923,6.3669,6.8428,6.887,6.8465,6.6441,4.3953,4.3923,4.3923,6.6161,8.5402,9.1842,7.5145,0.090104734,8.270457815,2601,170,1385.5,7
CCL8,4.3923,4.3923,4.3923,5.7577,5.8846,5.8199,6.3396,5.6925,4.3923,4.3923,4.3923,5.7232,8.0632,8.5437,7.3483,0.034257319,8.718296041,1987,150,1068.5,7
CCL9,4.8523,5.3877,5.0493,7.4522,5.2701,8.8628,6.4891,7.0891,6.096,6.2614,4.3923,5.9643,9.5667,9.245,8.3289,0.022520336,9.860329054,1652,115,883.5,7
CCM2,10.998,10.7725,11.0362,10.0091,9.9275,9.6599,10.0005,9.8611,9.6262,9.0967,9.0296,8.7587,8.1093,8.5227,8.3701,0.006144727,2.816406617,716,1233,974.5,3
CCNB1,5.4862,5.4807,5.7698,6.8215,7.3411,7.6662,5.258,6.8198,6.7806,7.9846,7.9043,7.7086,8.4441,8.4971,8.5172,0.003989536,3.307322919,439,898,668.5,2
CCNB1.GM4870.GM5593.GM8416.LOC635091,5.4426,5.4383,5.3758,5.7692,5.7918,5.716,5.3071,5.3778,5.385,5.4956,5.4039,5.5934,5.8258,6.0132,5.875,0.00853429,1.421599792,948,2951,1949.5,7
CCNB1.GM5593.GM8416,6.3748,7.0666,6.5284,7.3244,7.4938,7.6816,6.1272,6.9443,6.7591,7.6113,7.6527,7.6746,8.2307,8.2728,8.258,0.002011982,2.843430462,188,1209,698.5,2
CCNB1IP1,6.3631,6.3624,6.3147,6.8592,7.4281,7.6761,5.2484,6.6436,5.6462,5.7425,4.697,4.8766,4.3923,4.8399,4.4021,0.136863916,2.43654667,2807,1638,2222.5,4
CCNB2,4.3923,4.3923,4.3923,8.5098,8.6923,9.0918,7.7845,8.6108,8.5311,9.5708,9.8741,9.5587,9.6252,9.481,9.7218,0.014353852,2.137917458,1338,2160,1749,2
CCND1,6.5685,6.92,6.6316,8.5459,8.5228,9.8986,5.8372,8.5513,7.5377,7.0399,7.1474,6.4845,9.097,8.6362,7.1085,0.391742216,3.002242288,3000,1080,2040,7
CCNG1,11.236,11.309,11.3344,10.5778,10.649,10.8874,10.4911,10.361,10.4202,10.6808,10.8425,10.7735,11.1394,10.9223,11.0292,0.008335684,1.524508788,909,2887,1898,9
CCNJ,7.3862,7.3188,7.2991,5.5878,5.8457,5.7063,6.4289,6.7774,7.0277,4.5406,5.6765,5.8021,6.018,5.7939,6.384,0.064355578,2.167835238,2404,2103,2253.5,3
CCPG1,10.2674,10.1928,10.1747,10.0018,9.8005,9.8943,10.294,10.0993,9.9538,9.5203,9.3311,8.9893,8.9262,8.8644,8.931,0.009381135,2.257636771,1040,1915,1477.5,4
CCR1,4.3923,4.3923,4.3923,4.3923,4.3923,5.5474,4.3923,4.3923,4.3923,4.3923,5.6101,4.3923,7.1035,6.2774,6.717,0.018112663,5.209889223,1498,392,945,7
CCR2,4.8402,4.5135,4.749,9.2751,9.7271,10.5116,7.5513,9.5332,8.7635,7.679,6.5256,6.9856,8.2125,8.1827,7.4905,0.167110324,3.23215789,2875,945,1910,5
CCR4,4.3923,4.532,4.3923,4.3923,4.3923,4.7353,5.1018,6.1243,5.725,4.5191,4.4694,4.6871,4.3923,4.6701,4.7304,0.040267575,2.269853414,2102,1894,1998,6
CCR5,4.5054,4.5755,4.6531,9.5061,9.94,10.266,9.0416,9.9496,9.3469,9.4368,9.0776,9.2827,10.2858,10.3865,10.2821,0.029169619,2.005905396,1864,2565,2214.5,2
CCR7,12.0222,12.2487,12.1348,11.8831,11.1918,11.2285,12.9157,12.4451,12.603,12.2745,12.4064,11.9894,10.9266,9.808,10.4103,0.010074776,4.574091701,1128,500,814,8
CCR8,4.3923,4.3923,4.3923,5.4252,5.4089,5.9088,6.0626,5.939,5.2116,9.2919,9.4038,9.0322,8.0402,7.6964,8.2987,0.00299182,10.36977321,333,102,217.5,1
CCR9,10.4156,10.8935,10.8655,7.6363,9.9344,10.4482,10.609,11.5985,11.137,8.9128,8.0198,8.3486,4.3923,7.911,8.2283,0.024138441,9.391652993,1703,132,917.5,3
CCRL2,5.1953,4.8926,4.9225,7.049,4.3923,7.7036,6.834,7.6619,8.5675,10.473,10.5441,10.8397,11.1208,11.0525,10.8831,0.002940612,8.999295966,329,143,236,2
CD14,4.3923,4.5804,4.495,7.0925,6.7428,8.3571,6.9476,7.5872,6.9082,6.2278,4.3923,6.7393,9.1391,9.1348,8.2179,0.033072597,7.11090008,1969,224,1096.5,2
CD160,7.1668,6.8953,7.1088,9.1155,9.6648,9.2508,7.1274,8.7669,8.9914,10.0311,10.161,10.4981,9.1414,9.5213,9.6125,0.028517989,2.632070777,1847,1398,1622.5,2
CD163,4.3923,4.3923,4.3923,6.2283,7.4685,6.1302,5.1495,6.3263,5.365,5.017,4.3923,4.8271,4.3923,4.3923,4.3923,0.072325545,2.010658806,2466,2553,2509.5,5
CD180,4.428,4.5816,4.3923,4.3923,6.5562,7.2279,7.701,9.0949,8.4683,7.3093,6.9674,7.341,6.4213,7.3394,7.3444,0.086709673,2.24089887,2578,1951,2264.5,6
CD2,12.1806,12.1354,12.1509,12.1208,12.19,12.0128,12.1917,12.1772,12.2554,11.6327,11.748,11.7281,11.2822,11.3177,11.5624,0.003291552,1.760325404,355,2717,1536,4
CD200,4.3923,4.3923,4.3923,6.7715,6.9875,7.258,5.7702,6.6019,5.8305,8.0151,8.031,7.8039,7.4656,7.3466,7.5278,0.004473384,3.60248709,504,767,635.5,2
CD200R1,6.446,6.5698,6.2796,7.0166,7.4557,7.9396,5.511,6.9941,5.7484,6.4203,5.992,6.5398,7.6269,8.0229,7.0084,0.097857147,2.606881141,2651,1424,2037.5,7
CD200R4,6.9267,6.9528,7.0024,4.4067,5.167,5.6233,5.6505,6.4595,6.2825,6.1194,5.9149,6.7146,7.598,7.7416,7.4763,0.011036544,2.735302826,1184,1290,1237,1
CD209A,4.3923,4.3923,4.3923,6.8602,7.3271,8.5302,5.2099,7.8994,7.1523,4.3923,4.3923,4.3923,6.0605,4.3923,4.3923,0.1201334,6.91698969,2755,234,1494.5,5
CD209D,4.8758,4.9253,4.8634,8.1201,8.5397,9.5771,6.0058,8.7844,7.5991,6.0179,4.4646,4.3923,6.9904,5.2229,4.3923,0.180314501,6.637022688,2905,254,1579.5,5
CD22,5.5021,5.7299,5.4648,8.0275,7.2503,7.0351,5.6353,4.3923,4.3923,4.3923,5.7361,5.6128,6.5599,5.6168,5.6849,0.275897096,2.162925456,2966,2111,2538.5,10
CD244,5.673,5.5526,5.6111,8.6765,9.3257,9.8789,7.4783,8.9108,6.1832,10.1894,9.5282,10.0208,10.929,11.1133,10.7026,0.00933366,7.992255192,1035,178,606.5,2
CD244.LOC677008,4.9052,4.9946,5.1738,5.9915,5.779,6.6228,4.3923,5.3545,5.8399,5.7171,6.5283,6.3982,8.0183,7.7722,7.9362,0.002916244,6.111354237,323,291,307,2
CD24A,5.7348,5.2379,5.1271,11.5063,11.5126,12.1971,10.4935,10.8787,9.8083,8.8667,5.8661,4.3923,9.1643,6.0949,4.3923,0.05523034,7.766158571,2312,187,1249.5,5
CD276,5.042,5.3866,5.0838,4.6594,4.7468,4.8477,4.9635,5.1966,5.145,4.5275,4.5822,4.6415,4.54,4.5785,4.5291,0.006135333,1.490864196,701,2906,1803.5,3
CD300A,5.662,5.4107,5.4146,8.9619,9.057,9.8006,5.7188,8.2035,7.1569,4.3923,4.3923,4.3923,7.2548,5.343,4.3923,0.138523304,7.085352119,2816,226,1521,5
CD302,6.8066,6.6155,6.8126,7.4315,7.5507,6.3324,8.1288,7.2106,7.1227,7.1059,6.1029,6.0764,5.4861,6.5216,6.5084,0.136911004,2.171961188,2808,2093,2450.5,5
CD320,6.629,6.3614,6.0956,7.7107,7.6674,6.8555,7.4494,6.6339,7.0707,5.7242,4.3923,6.5432,6.8372,7.5644,6.9064,0.127979504,2.562658839,2780,1488,2134,5
CD34,4.3923,4.3923,4.3923,4.3923,4.3923,5.4711,5.4845,4.3923,5.5926,5.6374,6.6234,5.7796,7.987,6.7538,6.0398,0.143528269,2.442690609,2829,1631,2230,1
CD38,5.6501,5.7475,5.5074,8.189,8.6988,9.0557,7.4018,8.6179,7.8512,9.1013,8.7832,9.0734,9.8093,9.9271,9.7206,0.007673987,3.432685373,841,835,838,2
CD40,8.3496,8.7579,8.5572,10.0359,9.6878,10.2577,6.4926,6.7686,6.1453,6.942,7.332,6.5684,8.744,8.0334,6.7614,0.173704439,2.931136285,2887,1135,2011,7
CD40LG,5.7247,5.6118,5.56,5.0626,5.2763,5.9627,6.0393,6.793,6.8289,6.1035,6.9695,6.064,4.6868,4.3923,5.6053,0.056585005,3.10860295,2331,1007,1669,6
CD55,10.1268,10.3269,10.1061,9.5815,8.7849,8.271,9.6609,8.5324,9.3208,7.3892,7.2493,7.8119,9.2164,8.9763,8.811,0.023163892,3.354319621,1669,871,1270,3
CD59A,5.989,5.7841,6.0974,4.3923,4.6967,6.0015,7.2585,8.3776,7.9567,6.77,6.3256,6.5214,5.5973,6.388,6.4426,0.035454668,2.990264822,2016,1092,1554,6
CD7,9.0481,8.9511,9.0159,10.7461,11.0178,11.4046,10.7037,11.4138,11.0708,9.3413,9.1841,9.2971,8.6,8.5913,8.2354,0.002726024,5.589064705,305,347,326,5
CD70,5.0332,4.9549,5.1883,4.9562,4.3923,4.3923,4.5868,5.1079,6.3794,6.8976,7.4627,7.5416,6.6494,5.8298,6.1886,0.053735224,3.451413135,2296,826,1561,1
CD72,9.6699,9.2167,9.3179,8.2428,8.3707,8.2435,8.7038,8.6056,8.4462,7.7828,7.2303,7.708,7.307,7.7608,7.2042,0.012781135,2.217189075,1284,2009,1646.5,3
CD74,5.7774,6.1035,6.0407,12.7193,12.7193,13.2507,10.2569,11.7731,11.005,7.8761,4.3923,7.6883,11.2978,11.0839,9.209,0.055337035,10.57074154,2316,98,1207,5
CD79A.LOC100047815,4.6967,4.875,4.8914,9.6999,8.5709,8.1189,6.6965,4.3923,4.3923,4.3923,6.6295,6.8793,8.3773,7.4549,7.2233,0.15232829,4.585190121,2848,496,1672,10
CD79B,7.2057,7.0127,7.0335,8.8569,9.0315,9.0478,7.2293,7.5944,7.033,5.8303,4.3923,4.3923,4.3923,4.3923,4.3923,0.01048439,7.452591515,1146,203,674.5,4
CD80,6.2358,6.3198,6.4072,6.1011,6.5945,6.6642,5.874,5.7159,5.7965,7.7371,7.0668,7.3107,7.5803,8.0005,7.3611,0.007502363,3.488020484,831,817,824,10
CD81,5.9144,6.0822,5.8608,11.0529,10.9363,11.3506,5.6231,7.7743,7.3595,10.5862,10.7343,10.5302,10.4137,9.9374,9.9173,0.004237389,9.412317924,468,130,299,2
CD86,7.2376,7.3438,7.6934,9.6116,9.7094,10.5035,7.9234,9.0563,8.0345,7.6278,7.2583,4.3923,9.1336,8.3499,8.1281,0.1935131,2.138564937,2922,2159,2540.5,5
CD93,6.4567,6.5258,6.5384,6.1471,6.0193,6.0599,5.8693,5.7601,4.9215,6.6934,6.1916,6.4073,7.821,8.1566,7.2482,0.017875241,4.23198527,1487,570,1028.5,1
CDC14A,9.0897,9.4455,9.2004,8.3841,8.8122,9.1809,8.5033,8.9956,8.3618,10.1628,10.0668,9.9539,9.8843,9.9733,9.8869,0.003903039,2.674644783,431,1352,891.5,1
CDC14A.LOC100047731,6.3409,6.4479,6.2465,5.2285,6.7813,5.378,5.2369,6.7961,6.8303,7.6162,7.6688,8.133,7.648,8.0516,8.1541,0.050916048,2.400212516,2255,1686,1970.5,1
CDC14B,8.4801,8.5836,8.5983,7.8851,8.4029,8.3257,7.6568,7.7491,7.1913,6.7386,6.3119,5.5599,5.379,5.6533,6.2559,0.028468801,3.386988645,1846,857,1351.5,4
CDC25C,6.0659,5.8007,5.8947,4.8991,5.1353,6.8289,6.3264,6.7904,5.4427,8.217,7.9352,7.8268,8.4531,8.318,8.2309,0.00716805,4.014240045,798,639,718.5,1
CDC27,9.2415,9.161,9.4075,9.8069,10.0567,10.2032,9.8866,9.9068,9.9264,10.2985,10.3169,10.3499,10.8061,10.6074,10.7099,0.001708214,1.745670287,158,2725,1441.5,2
CDC2A,5.5742,5.2518,5.3322,8.1388,7.9324,9.0484,6.3961,8.1916,8.3935,8.5548,9.1074,9.0557,9.8808,9.4839,9.5605,0.028974778,2.588130579,1856,1455,1655.5,2
CDC2L6,10.2055,10.1741,10.0829,10.1382,10.3194,10.3441,10.6599,10.6233,10.5456,10.0977,10.1724,9.7964,9.112,8.6954,9.4295,0.005518352,2.833007488,648,1218,933,4
CDC42SE2,10.5029,10.2563,10.2551,10.779,10.5947,10.4399,10.9563,10.3982,10.4904,9.8263,9.6327,9.476,9.5338,9.4033,9.4021,0.011805306,2.126150899,1241,2190,1715.5,4
CDCA2,5.9391,5.7232,5.6624,5.6936,6.4679,6.5318,6.0376,6.6095,6.4679,7.803,7.0116,7.6495,8.1984,8.4813,8.1842,0.011572214,3.344954058,1222,878,1050,2
CDCA3,5.3002,5.7019,5.0845,6.3,6.3811,8.6289,7.8501,8.9613,8.8196,9.4925,9.6183,9.7781,10.3157,10.1592,9.9982,0.013092163,2.534147615,1301,1522,1411.5,2
CDCA5,5.1422,5.1862,5.56,7.2855,8.0818,7.5107,7.9009,8.4765,8.3893,8.7991,8.6572,9.2143,9.4678,9.7588,9.64,0.015758844,2.38383262,1398,1715,1556.5,2
CDCA7,6.3566,6.8891,6.5879,7.0146,7.807,7.5291,6.572,7.6764,7.59,6.6704,6.8938,7.3636,4.9051,6.3039,6.6514,0.193167224,2.369918849,2921,1739,2330,5
CDCA8,8.252,8.3779,8.2897,10.0635,10.439,10.5756,10.0165,10.3844,9.7402,11.3611,11.1916,11.1203,11.1465,11.3744,11.1936,0.010025817,2.251631675,1125,1927,1526,2
CDH17,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,5.2242,4.3923,5.8749,5.4505,6.3662,0.032289279,2.884302203,1950,1171,1560.5,7
CDH4,5.7968,5.4731,5.7856,4.594,4.5329,4.5345,4.8817,5.0031,5.0487,4.7528,4.8595,4.9283,4.45,4.4704,4.5213,0.008472604,1.4322716,937,2944,1940.5,3
CDH5,4.5832,4.7759,4.8752,4.3923,5.3415,6.7562,6.3644,7.4061,6.4119,5.9248,4.5287,4.8157,4.3923,4.7228,4.8034,0.038475609,3.312282948,2073,895,1484,6
CDK5R1,6.3347,6.3399,6.3757,7.0149,6.9747,6.8612,7.3853,7.1426,7.3798,6.8309,6.9658,6.8894,6.1191,5.8369,6.1136,0.003312514,2.425889233,358,1652,1005,6
CDK5RAP3,9.0107,8.4035,8.7677,9.125,9.0813,9.0745,9.0793,9.1737,9.0783,8.9944,9.0791,8.8935,8.3502,8.2345,8.5135,0.006135333,1.659688978,703,2783,1743,4
CDK6,8.0784,8.1941,8.2621,8.0315,8.5831,8.8826,8.828,9.3663,9.5804,10.7281,10.9336,10.945,11.3171,11.1061,11.2298,0.002591945,3.642914977,288,754,521,1
CDKN1A,6.4844,6.3756,6.2807,8.3332,8.0977,8.4572,9.7141,9.4188,9.6623,8.4538,7.9656,8.4473,9.8161,9.6583,9.1069,0.018377055,2.325220652,1511,1806,1658.5,2
CDKN1C,4.9097,4.8236,4.994,5.3269,5.8222,5.6433,6.8784,7.1016,6.7744,6.1511,5.6571,5.9609,5.5507,6.1067,5.8379,0.015505894,2.075721625,1382,2333,1857.5,6
CDKN2B,4.5075,4.3923,4.4448,5.1701,5.3971,5.3188,4.3923,4.6351,4.5481,5.7054,5.8201,5.7557,6.8739,6.8744,7.0272,0.000384836,5.194343283,16,396,206,2
CDKN3,4.8471,4.3923,4.8186,8.344,8.0003,8.4379,5.9526,5.7323,6.46,8.5865,8.7295,8.6239,9.0967,8.9022,8.9062,0.001039519,7.508650506,74,201,137.5,2
CDT1,10.5444,10.4088,10.2368,9.5681,9.9596,9.8012,11.2618,11.2943,11.1445,10.8444,10.8177,10.5912,10.2695,10.3163,10.5538,0.00858914,1.802632783,955,2685,1820,6
CDYL2,8.0147,7.7785,7.7801,8.5217,9.2634,8.9995,8.1137,8.6197,7.9266,7.3184,7.1708,6.1739,6.1442,5.2239,5.8843,0.020528473,4.752965576,1576,461,1018.5,4
CEACAM1,5.871,6.2631,5.9465,5.9921,6.6324,7.522,6.3584,7.8375,7.0855,6.3424,5.7434,5.7358,6.1508,6.2202,5.9518,0.112184252,2.397716171,2726,1693,2209.5,5
CEACAM1.CEACAM2,5.0387,5.4786,5.3551,7.0895,7.3863,8.1569,6.7234,8.5506,7.3787,6.9741,5.8735,6.2804,6.7685,7.2801,6.4594,0.262193799,2.155893486,2963,2122,2542.5,5
CELSR1,7.7881,7.4656,7.7684,8.327,8.5835,7.8425,9.0427,8.8751,8.9471,8.5151,8.3112,8.7373,6.2075,7.3986,7.2529,0.00675466,3.250752217,769,932,850.5,6
CENPA,7.5583,7.3688,7.4956,7.8625,5.8461,7.3281,8.8272,8.4967,9.1789,9.5787,9.9899,9.8955,10.5366,10.2276,10.4206,0.010645778,2.910880879,1158,1152,1155,1
CENPF,5.0387,4.823,4.8975,5.0816,6.7841,6.8766,6.6332,6.931,4.3923,8.2822,7.3042,7.5889,7.6623,8.2708,7.5508,0.146806656,2.05134089,2839,2412,2625.5,2
